"id","BirthYear","DeathYear","DeathAge","Gender","Island","DeathYear.factor","Group","TimeElapsed"
14,1820,1903,83,"F","StMarys",1903,1,70
15,1815,1904,89,"M","StMarys",1904,1,71
18,1894,1916,22,"M","StMarys",1916,1,83
22,1842,1875,33,"M","StMarys",1875,1,42
26,1868,1868,0,"M","StMarys",1868,1,35
28,1844,1865,21,"M","StMarys",1865,1,32
39,1924,2002,78,"M","StMarys",2002,1,169
43,1896,1946,50,"F","Tresco",1946,1,113
44,1930,1993,63,"M","Tresco",1993,1,160
47,1825,1889,64,"F","StMartins",1889,1,56
48,1873,1955,82,"F","StMarys",1955,1,122
54,1835,1924,89,"F","StMarys",1924,1,91
56,1876,1967,91,"F","StMarys",1967,1,134
57,1841,1912,71,"M","StMarys",1912,1,79
58,1905,2000,95,"M","StMarys",2000,1,167
59,1868,1948,80,"F","StMarys",1948,1,115
62,1876,1902,26,"F","StMarys",1902,1,69
63,1908,1987,79,"F","StMarys",1987,1,154
64,1875,1962,87,"F","StMarys",1962,1,129
66,1839,1926,87,"F","StMarys",1926,1,93
70,1846,1906,60,"F","StMartins",1906,1,73
71,1874,1926,52,"F","StMartins",1926,1,93
74,1890,1917,27,"M","StMartins",1917,1,84
77,1778,1851,73,"M","StMartins",1851,1,18
78,1868,1915,47,"M","StMarys",1915,1,82
82,1833,1911,78,"M","StMartins",1911,1,78
84,1834,1903,69,"M","StMarys",1903,1,70
87,1875,1929,54,"F","StMarys",1929,1,96
88,1866,1947,81,"M","StMarys",1947,1,114
89,1824,1845,21,"M","StAgnes",1845,1,12
90,1903,1982,79,"F","StMarys",1982,1,149
91,1817,1894,77,"F","StMartins",1894,1,61
92,1818,1888,70,NA,"Tresco",1888,1,55
96,1871,1933,62,"F","StMartins",1933,1,100
97,1843,1931,88,"M","StMartins",1931,1,98
98,1882,1884,2,"F","StMartins",1884,1,51
99,1888,1970,82,"F","StMartins",1970,1,137
101,1833,1915,82,"M","StMarys",1915,1,82
102,1820,1897,77,"F","StMarys",1897,1,64
104,1846,1881,35,"M","StMartins",1881,1,48
106,1821,1898,77,"M","StMarys",1898,1,65
108,1886,1916,30,"M","StMartins",1916,1,83
109,1824,1864,40,"F","StMartins",1864,1,31
110,1819,1904,85,"F","StMarys",1904,1,71
112,1850,1914,64,"M","StMartins",1914,1,81
113,1878,1890,12,"M","StMartins",1890,1,57
116,1891,1940,49,"M","StMartins",1940,1,107
118,1823,1905,82,"M","StMartins",1905,1,72
119,1825,1912,87,"M","StMarys",1912,1,79
120,1868,1955,87,"M","StMarys",1955,1,122
122,1800,1867,67,"M","StMarys",1867,1,34
123,1870,1934,64,"F","StMarys",1934,1,101
124,1807,1898,91,"F","StMarys",1898,1,65
129,1886,1954,68,"M","StMarys",1954,1,121
131,1884,1974,90,"F","StMarys",1974,1,141
132,1814,1889,75,"M","StMarys",1889,1,56
135,1799,1876,77,"F","StMarys",1876,1,43
137,1890,1967,77,"F","StMarys",1967,1,134
138,1897,1985,88,"F","StMarys",1985,1,152
140,1893,1965,72,"M","StMarys",1965,1,132
142,1900,1958,58,"M","StMarys",1958,1,125
144,1810,1873,63,"M","StMarys",1873,1,40
146,1858,1881,23,"F","StMarys",1881,1,48
147,1862,1878,16,"M","StMarys",1878,1,45
148,1842,1859,17,"M","StMarys",1859,1,26
149,1765,1857,92,"M","StMarys",1857,1,24
152,1791,1821,30,"M","StMarys",1821,0,0
155,1968,1997,29,"M","StMarys",1997,1,164
159,1809,1888,79,"M","StMarys",1888,1,55
160,1895,1914,19,"M","StMarys",1914,1,81
168,1890,1917,27,"F","StMarys",1917,1,84
172,1859,1898,39,"F","StMarys",1898,1,65
174,1783,1846,63,"M","StMarys",1846,1,13
176,1801,1869,68,"F","StMarys",1869,1,36
180,1792,1832,40,"M","StMarys",1832,0,0
181,1814,1848,34,"M","StMarys",1848,1,15
182,1764,1828,64,"F","StMarys",1828,0,0
183,1823,1886,63,"F","StMarys",1886,1,53
185,1839,1854,15,"F","StMarys",1854,1,21
189,1805,1898,93,"F","StMarys",1898,1,65
191,1860,1905,45,"M","StMarys",1905,1,72
192,1890,1890,0,"M","StMarys",1890,1,57
193,1881,1951,70,"F","StMarys",1951,1,118
197,1876,1963,87,"F","StMarys",1963,1,130
198,1873,1950,77,"F","StMarys",1950,1,117
199,1876,1951,75,"M","StMarys",1951,1,118
200,1873,1893,20,"F","StMarys",1893,1,60
201,1837,1894,57,"F","StMarys",1894,1,61
202,1874,1948,74,"F","StMarys",1948,1,115
203,1825,1905,80,"M","StMarys",1905,1,72
204,1853,1868,15,"M","StMarys",1868,1,35
205,1864,1918,54,"M","StMarys",1918,1,85
206,1863,1910,47,"F","StMarys",1910,1,77
210,1866,1951,85,"F","StMarys",1951,1,118
211,1861,1935,74,"M","StMarys",1935,1,102
212,1908,1993,85,"F","StMarys",1993,1,160
215,1872,1894,22,"F","StMarys",1894,1,61
216,1839,1915,76,"F","StMarys",1915,1,82
217,1864,1915,51,"F","StMarys",1915,1,82
219,1808,1875,67,"M","StMarys",1875,1,42
220,1870,1888,18,"M","StMarys",1888,1,55
221,1835,1870,35,"M","StMarys",1870,1,37
222,1833,1909,76,"M","StMarys",1909,1,76
223,1839,1890,51,"F","StMarys",1890,1,57
224,1837,1890,53,"F","StMarys",1890,1,57
226,1841,1910,69,"M","StMarys",1910,1,77
227,1965,1966,1,"F","Tresco",1966,1,133
228,1853,1892,39,"F","Tresco",1892,1,59
236,1883,1894,11,"M","StMarys",1894,1,61
241,1891,1962,71,"M","StMarys",1962,1,129
243,1900,1973,73,"F","StMarys",1973,1,140
245,1904,1961,57,"M","StMarys",1961,1,128
246,1904,1964,60,"F","StMarys",1964,1,131
247,1879,1953,74,"M","StMarys",1953,1,120
248,1874,1889,15,"F","StMarys",1889,1,56
252,1887,1891,4,"M","StMarys",1891,1,58
253,1850,1892,42,"F","StMarys",1892,1,59
256,1860,1897,37,"F","StMarys",1897,1,64
257,1876,1965,89,"M","StMarys",1965,1,132
258,1877,1965,88,"F","StMarys",1965,1,132
259,1818,1899,81,"F","StMarys",1899,1,66
260,1846,1934,88,"F","StMarys",1934,1,101
265,1831,1907,76,"M","StMarys",1907,1,74
268,1879,1917,38,"M","StMarys",1917,1,84
269,1817,1899,82,"M","StMarys",1899,1,66
270,1840,1903,63,"M","StMarys",1903,1,70
272,1858,1932,74,"M","StMarys",1932,1,99
275,1881,1938,57,"F","StMarys",1938,1,105
282,1890,1969,79,"F","StMarys",1969,1,136
283,1888,1963,75,"M","StMarys",1963,1,130
291,1821,1905,84,"M","StMarys",1905,1,72
293,1845,1866,21,"M","StMarys",1866,1,33
300,1856,1928,72,"M","StMarys",1928,1,95
301,1847,1895,48,"F","StMarys",1895,1,62
302,1833,1916,83,"F","StMarys",1916,1,83
304,1853,1876,23,"F","StMarys",1876,1,43
306,1898,1918,20,"M","StMarys",1918,1,85
308,1844,1902,58,"F","StMarys",1902,1,69
311,1856,1891,35,"F","StMarys",1891,1,58
312,1832,1902,70,"M","StMarys",1902,1,69
313,1901,1950,49,"M","StMarys",1950,1,117
315,1873,1952,79,"F","StMarys",1952,1,119
316,1876,1953,77,"M","StMarys",1953,1,120
317,1901,1947,46,"M","StMarys",1947,1,114
318,1777,1801,24,"M","Tresco",1801,0,0
319,1813,1885,72,"M","StMarys",1885,1,52
321,1913,1961,48,"M","StMartins",1961,1,128
322,1887,1948,61,"F","StMartins",1948,1,115
327,1875,1968,93,"M","StMartins",1968,1,135
332,1877,1952,75,"F","StMartins",1952,1,119
334,1909,1909,0,"F","StMartins",1909,1,76
335,1904,1911,7,"M","StMartins",1911,1,78
337,1909,1980,71,"M","StMarys",1980,1,147
338,1885,1944,59,"M","StMartins",1944,1,111
345,1886,1939,53,"F","StMarys",1939,1,106
347,1897,1982,85,"F","StMarys",1982,1,149
349,1912,1932,20,"M","StMarys",1932,1,99
351,1886,1961,75,"F","StMarys",1961,1,128
353,1852,1881,29,"M","StAgnes",1881,1,48
361,1873,1917,44,"F","StMarys",1917,1,84
364,1898,1898,0,"F","StMartins",1898,1,65
366,1847,1897,50,"M","StMarys",1897,1,64
367,1841,1867,26,"F","StMartins",1867,1,34
369,1890,1973,83,"F","StMarys",1973,1,140
371,1861,1943,82,"F","StMarys",1943,1,110
372,1857,1927,70,"F","StMarys",1927,1,94
375,1914,1943,29,"M","StMarys",1943,1,110
376,1858,1931,73,"M","StMarys",1931,1,98
377,1890,1966,76,"M","StMarys",1966,1,133
378,1877,1943,66,"M","StMarys",1943,1,110
380,1865,1924,59,"M","StMarys",1924,1,91
381,1807,1831,24,"M","StMarys",1831,0,0
383,1945,1968,23,"M","Tresco",1968,1,135
385,1826,1884,58,"F","StMarys",1884,1,51
386,1821,1883,62,"M","StMarys",1883,1,50
388,1883,1956,73,"F","StMarys",1956,1,123
389,1882,1953,71,"M","StMarys",1953,1,120
390,1923,1998,75,"M","StMarys",1998,1,165
396,1889,1974,85,NA,"StMarys",1974,1,141
406,1866,1952,86,"M","Tresco",1952,1,119
407,1871,1943,72,"F","Tresco",1943,1,110
408,1912,1994,82,"F","StMarys",1994,1,161
409,1869,1957,88,"F","StMarys",1957,1,124
410,1900,1965,65,"M","StMarys",1965,1,132
414,1922,1943,21,NA,"StMarys",1943,1,110
417,1822,1885,63,"F","StMarys",1885,1,52
418,1871,1936,65,"F","StMarys",1936,1,103
419,1828,1854,26,"F","StMarys",1854,1,21
420,1877,1917,40,"M","StMarys",1917,1,84
422,1907,1983,76,"F","StMarys",1983,1,150
423,1895,1977,82,"F","Tresco",1977,1,144
424,1888,1961,73,"M","Tresco",1961,1,128
432,1870,1934,64,"M","StMarys",1934,1,101
433,1834,1913,79,"F","StMarys",1913,1,80
434,1896,1917,21,"M","StMarys",1917,1,84
435,1909,1934,25,"M","StMarys",1934,1,101
436,1905,1905,0,"M","Tresco",1905,1,72
438,1815,1867,52,"F","StMarys",1867,1,34
444,1895,1981,86,"M","StMartins",1981,1,148
449,1877,1951,74,"F","StMartins",1951,1,118
451,1869,1942,73,"M","StMartins",1942,1,109
452,1902,1902,0,"M","StMartins",1902,1,69
455,1890,1969,79,"M","StMarys",1969,1,136
470,1937,1993,56,"M","StMartins",1993,1,160
473,1923,1978,55,"M","Tresco",1978,1,145
477,1867,1942,75,"F","StMarys",1942,1,109
478,1826,1889,63,"F","StMarys",1889,1,56
480,1857,1942,85,"M","StMarys",1942,1,109
481,1821,1897,76,"M","StMarys",1897,1,64
482,1849,1934,85,"F","StMarys",1934,1,101
486,1893,1979,86,"F","StMarys",1979,1,146
487,1853,1930,77,"M","StMarys",1930,1,97
491,1906,1974,68,"M","StMartins",1974,1,141
494,1883,1951,68,"F","StMartins",1951,1,118
495,1835,1908,73,"F","StMarys",1908,1,75
496,1878,1920,42,"F","StMarys",1920,1,87
497,1826,1905,79,"M","StMarys",1905,1,72
499,1851,1867,16,"F","StMarys",1867,1,34
500,1903,1927,24,"F","StMarys",1927,1,94
507,1791,1830,39,"F","Tresco",1830,0,0
509,1820,1841,21,"F","StMarys",1841,1,8
518,1782,1861,79,"F","StMarys",1861,1,28
525,1906,1990,84,"M","Tresco",1990,1,157
527,1896,1975,79,"F","StMarys",1975,1,142
529,1917,1980,63,"F","StMarys",1980,1,147
530,1894,1958,64,"M","StMarys",1958,1,125
533,1825,1884,59,"M","StAgnes",1884,1,51
541,1840,1917,77,"F","StMarys",1917,1,84
542,1905,1994,89,"M","StMarys",1994,1,161
543,1874,1939,65,"F","StMarys",1939,1,106
547,1785,1818,33,"F","StAgnes",1818,0,0
548,1835,1841,6,"M","StMarys",1841,1,8
549,1841,1872,31,"M","StAgnes",1872,1,39
550,1777,1863,86,NA,"StAgnes",1863,1,30
551,1862,1939,77,"M","StMarys",1939,1,106
555,1875,1951,76,"M","StMarys",1951,1,118
557,1819,1888,69,"F","Tresco",1888,1,55
559,1838,1859,21,"F","Tresco",1859,1,26
560,1858,1917,59,"M","StMarys",1917,1,84
561,1874,1938,64,"F","StMarys",1938,1,105
563,1817,1900,83,"M","Tresco",1900,1,67
564,1870,1916,46,NA,"StMarys",1916,1,83
567,1853,1855,2,"M","StMarys",1855,1,22
569,1865,1865,0,"F","StMarys",1865,1,32
570,1861,1861,0,"M","StMarys",1861,1,28
576,1831,1866,35,"F","StMarys",1866,1,33
593,1882,1915,33,"F","Tresco",1915,1,82
609,1921,1944,23,"F","Tresco",1944,1,111
610,1882,1969,87,"F","Tresco",1969,1,136
611,1919,1942,23,"M","Tresco",1942,1,109
620,1846,1918,72,"M","Tresco",1918,1,85
631,1825,1830,5,"M","StMarys",1830,0,0
637,1840,1853,13,"F","StMarys",1853,1,20
639,1826,1859,33,"F","StMarys",1859,1,26
644,1807,1849,42,"F","StMarys",1849,1,16
645,1811,1889,78,"F","StMarys",1889,1,56
648,1800,1893,93,"M","StMarys",1893,1,60
651,1773,1824,51,"F","Tresco",1824,0,0
655,1799,1857,58,"F","StMarys",1857,1,24
657,1881,1944,63,"F","StMarys",1944,1,111
658,1929,1994,65,"M","StMarys",1994,1,161
659,1802,1878,76,"F","StMarys",1878,1,45
661,1790,1829,39,"F","StMarys",1829,0,0
662,1784,1862,78,"M","StMarys",1862,1,29
667,1819,1850,31,"M","StMarys",1850,1,17
668,1791,1871,80,"F","StMarys",1871,1,38
671,1884,1965,81,"F","StMarys",1965,1,132
684,1871,1916,45,"F","StMarys",1916,1,83
689,1869,1941,72,"F","StMarys",1941,1,108
697,1858,1937,79,"F","StMarys",1937,1,104
699,1824,1907,83,"M","StMarys",1907,1,74
700,1861,1888,27,"M","StMarys",1888,1,55
704,1860,1918,58,"M","StMarys",1918,1,85
705,1860,1860,0,"M","StMarys",1860,1,27
708,1866,1928,62,"F","StMarys",1928,1,95
709,1868,1872,4,"F","StMarys",1872,1,39
716,1808,1879,71,NA,"StMarys",1879,1,46
717,1891,1957,66,"M","StMarys",1957,1,124
722,1867,1948,81,"M","StMarys",1948,1,115
730,1886,1900,14,"F","Tresco",1900,1,67
733,1901,1901,0,"M","StMartins",1901,1,68
734,1885,1932,47,"M","StMartins",1932,1,99
735,1801,1864,63,"M","Bryher",1864,1,31
736,1804,1896,92,"M","Tresco",1896,1,63
737,1870,1928,58,"F","StMarys",1928,1,95
740,1847,1919,72,"F","StMartins",1919,1,86
741,1823,1903,80,"F","Tresco",1903,1,70
742,1880,1953,73,"F","StMarys",1953,1,120
747,1796,1860,64,"F","Tresco",1860,1,27
749,1845,1885,40,"F","StMarys",1885,1,52
750,1885,1885,0,"F","Tresco",1885,1,52
752,1778,1837,59,"F","Tresco",1837,1,4
753,1817,1887,70,"F","Tresco",1887,1,54
754,1800,1826,26,"F","StMartins",1826,0,0
755,1868,1946,78,"M","StMarys",1946,1,113
763,1824,1907,83,"F","StAgnes",1907,1,74
764,1870,1939,69,"F","StMarys",1939,1,106
766,1845,1926,81,"M","StMarys",1926,1,93
768,1807,1888,81,"M","Tresco",1888,1,55
776,1821,1853,32,"M","Tresco",1853,1,20
779,1844,1923,79,"F","StMarys",1923,1,90
781,1867,1903,36,"F","StMartins",1903,1,70
790,1806,1857,51,"F","Tresco",1857,1,24
796,1811,1892,81,"F","StMarys",1892,1,59
797,1799,1856,57,"F","StMartins",1856,1,23
798,1848,1932,84,"F","StMarys",1932,1,99
801,1828,1907,79,"F","StMartins",1907,1,74
802,1885,1963,78,"M","StMarys",1963,1,130
806,1840,1915,75,"M","Bryher",1915,1,82
807,1815,1887,72,"M","StMartins",1887,1,54
808,1862,1868,6,"M","StMartins",1868,1,35
809,1792,1826,34,"M","StMartins",1826,0,0
810,1825,1913,88,"M","StMartins",1913,1,80
811,1872,1908,36,"M","StMartins",1908,1,75
813,1871,1958,87,"F","StMarys",1958,1,125
819,1851,1938,87,"M","StMartins",1938,1,105
820,1777,1865,88,"M","Tresco",1865,1,32
823,1808,1884,76,"M","Tresco",1884,1,51
825,1876,1916,40,"F","StMartins",1916,1,83
826,1841,1914,73,"F","Bryher",1914,1,81
827,1840,1897,57,"M","StMartins",1897,1,64
831,1766,1854,88,"F","Tresco",1854,1,21
833,1878,1900,22,"M","StMartins",1900,1,67
836,1867,1936,69,NA,"StMarys",1936,1,103
838,1894,1917,23,"M","StMarys",1917,1,84
843,1813,1887,74,"F","StMarys",1887,1,54
846,1861,1908,47,"M","StMarys",1908,1,75
847,1872,1946,74,"M","Tresco",1946,1,113
848,1870,1954,84,"M","StMarys",1954,1,121
849,1830,1901,71,"F","StMarys",1901,1,68
852,1833,1919,86,"M","StMarys",1919,1,86
854,1895,1975,80,"F","StMarys",1975,1,142
859,1930,1983,53,"F","StMarys",1983,1,150
860,1935,1990,55,"M","StAgnes",1990,1,157
861,1921,1990,69,"M","StMartins",1990,1,157
869,1933,1994,61,"M","StMarys",1994,1,161
870,1799,1879,80,"M","StMarys",1879,1,46
872,1865,1951,86,"M","Tresco",1951,1,118
873,1867,1938,71,"F","Tresco",1938,1,105
874,1921,1940,19,"M","Tresco",1940,1,107
876,1911,1975,64,"M","StMarys",1975,1,142
879,1896,1896,0,"F","StMartins",1896,1,63
881,1894,1894,0,"M","StMartins",1894,1,61
883,1878,1899,21,"F","StMartins",1899,1,66
884,1820,1859,39,"M","StMartins",1859,1,26
887,1881,1906,25,"F","StMartins",1906,1,73
890,1846,1850,4,"M","StMartins",1850,1,17
903,1863,1897,34,"F","StMarys",1897,1,64
904,1850,1927,77,"F","StMarys",1927,1,94
906,1830,1894,64,"F","StMarys",1894,1,61
908,1826,1904,78,"M","StMarys",1904,1,71
910,1800,1887,87,"F","StMarys",1887,1,54
911,1853,1932,79,"M","StMarys",1932,1,99
912,1814,1905,91,"M","StMarys",1905,1,72
913,1972,1983,11,"F","StMarys",1983,1,150
914,1968,1983,15,"M","StMarys",1983,1,150
915,1940,1983,43,"F","StMarys",1983,1,150
916,1968,1983,15,"F","StMarys",1983,1,150
917,1970,1983,13,"M","StMarys",1983,1,150
919,1906,1945,39,"M","StMarys",1945,1,112
922,1807,1893,86,"F","StMarys",1893,1,60
928,1827,1827,0,"M","StMarys",1827,0,0
929,1843,1922,79,"F","StMarys",1922,1,89
930,1835,1867,32,"F","StMarys",1867,1,34
932,1840,1919,79,"M","StMarys",1919,1,86
938,1871,1940,69,"M","Tresco",1940,1,107
941,1871,1940,69,"F","Tresco",1940,1,107
943,1793,1875,82,"M","StMarys",1875,1,42
947,1842,1926,84,"F","StMartins",1926,1,93
949,1868,1933,65,"F","StMarys",1933,1,100
952,1870,1870,0,NA,"StMarys",1870,1,37
953,1864,1864,0,NA,"StMarys",1864,1,31
958,1933,1935,2,"F","StMarys",1935,1,102
959,1902,1990,88,"F","StMarys",1990,1,157
961,1823,1887,64,"F","StMartins",1887,1,54
963,1851,1872,21,"M","StMarys",1872,1,39
966,1862,1937,75,"M","StMarys",1937,1,104
967,1901,1985,84,"M","StMarys",1985,1,152
968,1828,1911,83,"M","StMarys",1911,1,78
971,1846,1871,25,"F","StMarys",1871,1,38
973,1763,1850,87,"M","StMartins",1850,1,17
974,1758,1816,58,"M","StMartins",1816,0,0
976,1785,1857,72,"M","StMartins",1857,1,24
985,1881,1906,25,"F","StMartins",1906,1,73
986,1825,1908,83,"F","StMarys",1908,1,75
987,1834,1915,81,"F","StMarys",1915,1,82
988,1866,1942,76,"F","StMarys",1942,1,109
990,1865,1865,0,NA,"StMarys",1865,1,32
992,1900,1968,68,"M","StMarys",1968,1,135
993,1841,1923,82,"F","StMartins",1923,1,90
994,1879,1918,39,"F","StMartins",1918,1,85
1000,1802,1856,54,"F","StMarys",1856,1,23
1001,1816,1894,78,"M","StMartins",1894,1,61
1003,1863,1863,0,NA,"StMarys",1863,1,30
1004,1819,1847,28,"M","StMartins",1847,1,14
1007,1840,1926,86,"M","StMartins",1926,1,93
1008,1868,1946,78,"M","StMartins",1946,1,113
1014,1941,1963,22,"M","StMarys",1963,1,130
1016,1893,1975,82,"F","StMarys",1975,1,142
1018,1799,1893,94,"F","StMarys",1893,1,60
1022,1901,1993,92,"F","StMartins",1993,1,160
1023,1898,1965,67,"M","StMartins",1965,1,132
1025,1869,1917,48,"F","StMartins",1917,1,84
1026,1970,1983,13,"F","StMarys",1983,1,150
1028,1895,1970,75,"M","StMartins",1970,1,137
1030,1902,1968,66,"F","StMartins",1968,1,135
1032,1906,1981,75,"F","StMartins",1981,1,148
1036,1859,1929,70,"M","StMartins",1929,1,96
1037,1897,1973,76,"M","StMartins",1973,1,140
1039,1899,1979,80,"F","StMartins",1979,1,146
1043,1968,1983,15,"M","StMarys",1983,1,150
1044,1936,1983,47,"M","StMarys",1983,1,150
1045,1909,1977,68,"F","StMartins",1977,1,144
1052,1904,1926,22,"M","Tresco",1926,1,93
1056,1915,1985,70,"M","StMarys",1985,1,152
1058,1896,1986,90,"F","StMarys",1986,1,153
1062,1878,1919,41,"M","StMarys",1919,1,86
1064,1905,1978,73,"F","StMarys",1978,1,145
1071,1845,1849,4,"F","StMartins",1849,1,16
1074,1846,1849,3,"F","StMartins",1849,1,16
1076,1890,1893,3,"F","StMarys",1893,1,60
1077,1863,1918,55,"M","StMarys",1918,1,85
1078,1837,1920,83,"F","StMarys",1920,1,87
1079,1888,1957,69,"F","StMarys",1957,1,124
1080,1888,1964,76,"M","StMarys",1964,1,131
1081,1884,1907,23,"M","StMarys",1907,1,74
1082,1891,1926,35,"M","StMarys",1926,1,93
1083,1878,1957,79,"F","StMarys",1957,1,124
1084,1907,1958,51,"F","StMarys",1958,1,125
1085,1898,1957,59,"M","StMarys",1957,1,124
1086,1883,1961,78,"M","StMarys",1961,1,128
1087,1916,1960,44,"F","StMarys",1960,1,127
1088,1835,1911,76,"M","StMarys",1911,1,78
1089,1866,1942,76,"M","StMarys",1942,1,109
1090,1841,1916,75,"F","StMarys",1916,1,83
1091,1861,1896,35,"F","StMarys",1896,1,63
1092,1900,1947,47,"F","StMarys",1947,1,114
1093,1887,1962,75,NA,"StMarys",1962,1,129
1094,1859,1930,71,"M","StMarys",1930,1,97
1095,1870,1939,69,"F","StMarys",1939,1,106
1097,1886,1903,17,"M","StMarys",1903,1,70
1098,1892,1900,8,"F","StMarys",1900,1,67
1103,1924,1944,20,NA,"StMarys",1944,1,111
1111,1839,1857,18,"F","Tresco",1857,1,24
1112,1857,1937,80,"F","StMarys",1937,1,104
1113,1853,1931,78,"F","StMarys",1931,1,98
1114,1856,1934,78,"F","StMarys",1934,1,101
1116,1937,1983,46,"M","StMarys",1983,1,150
1117,1937,1983,46,"F","StMarys",1983,1,150
1119,1844,1875,31,NA,"StMarys",1875,1,42
1124,1856,1900,44,"F","StMarys",1900,1,67
1125,1878,1950,72,"F","StMarys",1950,1,117
1126,1906,1993,87,"F","StMarys",1993,1,160
1127,1840,1889,49,"M","StMarys",1889,1,56
1135,1830,1910,80,"F","StMarys",1910,1,77
1136,1908,1949,41,"F","StMarys",1949,1,116
1137,1855,1936,81,"M","StMarys",1936,1,103
1138,1872,1889,17,"M","StMarys",1889,1,56
1140,1836,1918,82,"F","StMarys",1918,1,85
1141,1835,1907,72,"F","StMarys",1907,1,74
1143,1811,1889,78,"M","StMarys",1889,1,56
1144,1833,1893,60,"F","StMarys",1893,1,60
1147,1874,1881,7,"M","Tresco",1881,1,48
1148,1915,1952,37,"M","StMarys",1952,1,119
1160,1835,1904,69,"M","StMarys",1904,1,71
1164,1821,1845,24,"F","Bryher",1845,1,12
1165,1807,1834,27,"M","StAgnes",1834,1,1
1166,1833,1856,23,"F","StAgnes",1856,1,23
1167,1819,1822,3,"M","StAgnes",1822,0,0
1173,1880,1880,0,"F","StAgnes",1880,1,47
1174,1874,1901,27,"M","Tresco",1901,1,68
1178,1908,1996,88,"F","StAgnes",1996,1,163
1179,1781,1866,85,"M","StAgnes",1866,1,33
1180,1818,1831,13,"M","StAgnes",1831,0,0
1181,1941,1998,57,"M","StAgnes",1998,1,165
1182,1784,1846,62,"F","StAgnes",1846,1,13
1184,1838,1839,1,"F","StMarys",1839,1,6
1185,1844,1844,0,"F","StMarys",1844,1,11
1188,1827,1906,79,"F","StAgnes",1906,1,73
1191,1880,1881,1,"M","StAgnes",1881,1,48
1194,1827,1894,67,"F","StAgnes",1894,1,61
1195,1881,1960,79,"F","StAgnes",1960,1,127
1197,1824,1826,2,"M","StAgnes",1826,0,0
1198,1821,1868,47,"M","StAgnes",1868,1,35
1199,1883,1929,46,"F","StMarys",1929,1,96
1201,1882,1903,21,"M","StAgnes",1903,1,70
1204,1833,1898,65,"F","StAgnes",1898,1,65
1206,1890,1906,16,"F","StAgnes",1906,1,73
1207,1868,1953,85,"F","Bryher",1953,1,120
1208,1923,1992,69,"M","StAgnes",1992,1,159
1210,1921,1992,71,"F","StAgnes",1992,1,159
1211,1828,1845,17,"F","StAgnes",1845,1,12
1212,1848,1915,67,"F","StMarys",1915,1,82
1218,1819,1819,0,"F","StAgnes",1819,0,0
1222,1909,1950,41,"F","StMarys",1950,1,117
1223,1891,1908,17,"F","StAgnes",1908,1,75
1226,1871,1958,87,"F","StMarys",1958,1,125
1233,1798,1884,86,"M","StAgnes",1884,1,51
1235,1910,1932,22,"F","StAgnes",1932,1,99
1237,1831,1872,41,"M","StMarys",1872,1,39
1242,1779,1865,86,"M","StAgnes",1865,1,32
1244,1894,1894,0,"F","StAgnes",1894,1,61
1247,1870,1872,2,"F","StAgnes",1872,1,39
1250,1905,1913,8,"M","StMarys",1913,1,80
1252,1813,1897,84,"M","StMarys",1897,1,64
1258,1871,1871,0,"M","StMarys",1871,1,38
1263,1802,1887,85,"M","StAgnes",1887,1,54
1265,1892,1913,21,"M","StAgnes",1913,1,80
1270,1901,1915,14,"M","StMarys",1915,1,82
1274,1840,1891,51,"M","StAgnes",1891,1,58
1277,1839,1867,28,"M","StMarys",1867,1,34
1278,1848,1919,71,"F","StAgnes",1919,1,86
1279,1920,1944,24,"F","StAgnes",1944,1,111
1285,1816,1872,56,"F","StMarys",1872,1,39
1287,1888,1909,21,"F","StAgnes",1909,1,76
1290,1890,1972,82,"M","StAgnes",1972,1,139
1294,1890,1952,62,"M","StMarys",1952,1,119
1295,1875,1890,15,"M","StAgnes",1890,1,57
1298,1802,1832,30,"M","StAgnes",1832,0,0
1300,1838,1903,65,"M","StAgnes",1903,1,70
1305,1843,1871,28,"F","StMarys",1871,1,38
1306,1815,1896,81,"F","StMarys",1896,1,63
1308,1891,1942,51,"F","StMarys",1942,1,109
1309,1882,1897,15,"F","StAgnes",1897,1,64
1310,1875,1875,0,"F","StMarys",1875,1,42
1312,1873,1954,81,"M","StMarys",1954,1,121
1313,1892,1965,73,"F","StAgnes",1965,1,132
1314,1917,1980,63,"M","StMarys",1980,1,147
1316,1847,1909,62,"F","StAgnes",1909,1,76
1317,1878,1958,80,"F","StMarys",1958,1,125
1320,1979,1979,0,"F","StAgnes",1979,1,146
1322,1838,1838,0,"F","StAgnes",1838,1,5
1325,1822,1842,20,"F","StAgnes",1842,1,9
1326,1765,1845,80,"F","StAgnes",1845,1,12
1327,1817,1904,87,"F","Bryher",1904,1,71
1329,1834,1862,28,"F","StAgnes",1862,1,29
1330,1816,1890,74,"F","StAgnes",1890,1,57
1331,1863,1901,38,"F","StAgnes",1901,1,68
1332,1806,1878,72,"F","Bryher",1878,1,45
1334,1836,1892,56,"F","Tresco",1892,1,59
1335,1799,1879,80,"F","StAgnes",1879,1,46
1337,1842,1842,0,"M","StAgnes",1842,1,9
1338,1762,1820,58,"M","StAgnes",1820,0,0
1339,1774,1855,81,"M","StAgnes",1855,1,22
1340,1832,1915,83,"M","StAgnes",1915,1,82
1344,1901,1901,0,"M","StAgnes",1901,1,68
1348,1815,1902,87,"M","Tresco",1902,1,69
1352,1855,1880,25,"M","StAgnes",1880,1,47
